"_id",class,day,hour,minute,tweetden
5a0e3e1134e4b82b54164bd7,M,Tue,H2,M0,0
5a0e3e1134e4b82b54164bd8,M,Tue,H2,M30,0
5a0e3e1134e4b82b54164bd9,L,Tue,H3,M0,0
5a0e3e1134e4b82b54164bda,M,Tue,H3,M30,0
5a0e3e1134e4b82b54164bdb,H,Tue,H4,M0,0
5a0e3e1134e4b82b54164bdc,M,Tue,H4,M30,0
5a0e3e1134e4b82b54164bdd,M,Tue,H5,M0,0
5a0e3e1134e4b82b54164bde,H,Tue,H5,M30,0
5a0e3e1134e4b82b54164bdf,H,Tue,H6,M0,0
5a0e3e1134e4b82b54164be0,L,Tue,H6,M30,0
5a0e3e1134e4b82b54164be1,H,Tue,H7,M0,0
5a0e3e1134e4b82b54164be2,L,Tue,H7,M30,0
5a0e3e1134e4b82b54164be3,M,Tue,H8,M0,0
5a0e3e1134e4b82b54164be4,L,Tue,H8,M30,0
5a0e3e1134e4b82b54164be5,M,Tue,H9,M0,0
5a0e3e1134e4b82b54164be6,M,Tue,H9,M30,0
5a0e3e1134e4b82b54164be7,M,Tue,H10,M0,0
5a0e3e1134e4b82b54164be8,M,Tue,H10,M30,0
5a0e3e1134e4b82b54164be9,L,Tue,H11,M0,0
5a0e3e1134e4b82b54164bea,M,Tue,H11,M30,0
5a0e3e1134e4b82b54164beb,H,Tue,H12,M0,0
5a0e3e1134e4b82b54164bec,H,Tue,H12,M30,0
5a0e3e1134e4b82b54164bed,M,Tue,H13,M0,0
5a0e3e1134e4b82b54164bee,M,Tue,H13,M30,0
5a0e3e1134e4b82b54164bef,L,Tue,H14,M0,0
5a0e3e1134e4b82b54164bf0,M,Tue,H14,M30,0
5a0e3e1134e4b82b54164bf1,L,Tue,H15,M0,0
5a0e3e1134e4b82b54164bf2,M,Tue,H15,M30,0
5a0e3e1134e4b82b54164bf3,M,Tue,H16,M0,0
5a0e3e1134e4b82b54164bf4,L,Tue,H16,M30,0
5a0e3e1134e4b82b54164bf5,M,Tue,H17,M0,0
5a0e3e1134e4b82b54164bf6,M,Tue,H17,M30,0
5a0e3e1134e4b82b54164bf7,L,Tue,H18,M0,0
5a0e3e1134e4b82b54164bf8,M,Tue,H18,M30,0
5a0e3e1134e4b82b54164bf9,H,Tue,H19,M0,0
5a0e3e1134e4b82b54164bfa,L,Tue,H19,M30,0
5a0e3e1134e4b82b54164bfb,L,Tue,H20,M0,0
5a0e3e1134e4b82b54164bfc,L,Tue,H20,M30,0
5a0e3e1134e4b82b54164bfd,H,Tue,H21,M0,0
5a0e3e1134e4b82b54164bfe,M,Tue,H21,M30,0
5a0e3e1134e4b82b54164bff,M,Tue,H22,M0,0
5a0e3e1134e4b82b54164c00,H,Tue,H22,M30,0
5a0e3e1134e4b82b54164c01,L,Tue,H23,M0,0
5a0e3e1134e4b82b54164c02,M,Tue,H23,M30,0
5a0e3e1134e4b82b54164c03,L,Wed,H0,M0,0
5a0e3e1134e4b82b54164c04,M,Wed,H0,M30,0
5a0e3e1134e4b82b54164c05,L,Wed,H1,M0,0
5a0e3e1134e4b82b54164c06,L,Wed,H1,M30,0
5a0e3e1134e4b82b54164c07,L,Wed,H2,M0,0
5a0e3e1134e4b82b54164c08,M,Wed,H2,M30,0
5a0e3e1134e4b82b54164c09,M,Wed,H3,M0,0
5a0e3e1134e4b82b54164c0a,M,Wed,H3,M30,0
5a0e3e1134e4b82b54164c0b,L,Wed,H4,M0,0
5a0e3e1134e4b82b54164c0c,H,Wed,H4,M30,0
5a0e3e1134e4b82b54164c0d,M,Wed,H5,M0,0
5a0e3e1134e4b82b54164c0e,H,Wed,H5,M30,0
5a0e3e1134e4b82b54164c0f,M,Wed,H6,M0,0
5a0e3e1134e4b82b54164c10,M,Wed,H6,M30,0
5a0e3e1134e4b82b54164c11,M,Wed,H7,M0,0
5a0e3e1134e4b82b54164c12,M,Wed,H7,M30,0
5a0e3e1134e4b82b54164c13,L,Wed,H8,M0,0
5a0e3e1134e4b82b54164c14,M,Wed,H8,M30,0
5a0e3e1134e4b82b54164c15,M,Wed,H9,M0,0
5a0e3e1134e4b82b54164c16,L,Wed,H9,M30,0
5a0e3e1134e4b82b54164c17,L,Wed,H10,M0,0
5a0e3e1134e4b82b54164c18,H,Wed,H10,M30,0
5a0e3e1134e4b82b54164c19,M,Wed,H11,M0,0
5a0e3e1134e4b82b54164c1a,L,Wed,H11,M30,0
5a0e3e1134e4b82b54164c1b,H,Wed,H12,M0,0
5a0e3e1134e4b82b54164c1c,M,Wed,H12,M30,0
5a0e3e1134e4b82b54164c1d,L,Wed,H13,M0,0
5a0e3e1134e4b82b54164c1e,M,Wed,H13,M30,0
5a0e3e1134e4b82b54164c1f,L,Wed,H14,M0,0
5a0e3e1134e4b82b54164c20,M,Wed,H14,M30,0
5a0e3e1134e4b82b54164c21,L,Wed,H15,M0,0
5a0e3e1134e4b82b54164c22,H,Wed,H15,M30,0
5a0e3e1134e4b82b54164c23,H,Wed,H16,M0,0
5a0e3e1134e4b82b54164c24,L,Wed,H16,M30,0
5a0e3e1134e4b82b54164c25,H,Wed,H17,M0,0
5a0e3e1134e4b82b54164c26,L,Wed,H17,M30,0
5a0e3e1134e4b82b54164c27,L,Wed,H18,M0,0
5a0e3e1134e4b82b54164c28,M,Wed,H18,M30,0
5a0e3e1134e4b82b54164c29,H,Wed,H19,M0,0
5a0e3e1134e4b82b54164c2a,H,Wed,H19,M30,0
5a0e3e1134e4b82b54164c2b,H,Wed,H20,M0,0
5a0e3e1134e4b82b54164c2c,H,Wed,H20,M30,0
5a0e3e1134e4b82b54164c2d,M,Wed,H21,M0,0
5a0e3e1134e4b82b54164c2e,M,Wed,H21,M30,0
5a0e3e1134e4b82b54164c2f,M,Wed,H22,M0,0
5a0e3e1134e4b82b54164c30,M,Wed,H22,M30,0
5a0e3e1134e4b82b54164c31,L,Wed,H23,M0,0
5a0e3e1134e4b82b54164c32,H,Wed,H23,M30,0
5a0e3e1134e4b82b54164c33,L,Thu,H0,M0,0
5a0e3e1134e4b82b54164c34,M,Thu,H0,M30,0
5a0e3e1134e4b82b54164c35,L,Thu,H1,M0,0
5a0e3e1134e4b82b54164c36,H,Thu,H1,M30,0
5a0e3e1134e4b82b54164c37,L,Thu,H2,M0,0
5a0e3e1134e4b82b54164c38,M,Thu,H2,M30,0
5a0e3e1134e4b82b54164c39,M,Thu,H3,M0,0
5a0e3e1134e4b82b54164c3a,M,Thu,H3,M30,0
5a0e3e1134e4b82b54164c3b,L,Thu,H4,M0,0
5a0e3e1134e4b82b54164c3c,L,Thu,H4,M30,0
5a0e3e1134e4b82b54164c3d,M,Thu,H5,M0,0
5a0e3e1134e4b82b54164c3e,L,Thu,H5,M30,16383
5a0e3e1134e4b82b54164c3f,M,Thu,H6,M0,0
5a0e3e1134e4b82b54164c40,H,Thu,H6,M30,0
5a0e3e1134e4b82b54164c41,L,Thu,H7,M0,0
5a0e3e1134e4b82b54164c42,H,Thu,H7,M30,0
5a0e3e1134e4b82b54164c43,L,Thu,H8,M0,0
5a0e3e1134e4b82b54164c44,L,Thu,H8,M30,0
5a0e3e1134e4b82b54164c45,M,Thu,H9,M0,0
5a0e3e1134e4b82b54164c46,M,Thu,H9,M30,0
5a0e3e1134e4b82b54164c47,M,Thu,H10,M0,0
5a0e3e1134e4b82b54164c48,L,Thu,H10,M30,0
5a0e3e1134e4b82b54164c49,M,Thu,H11,M0,0
5a0e3e1134e4b82b54164c4a,H,Thu,H11,M30,0
5a0e3e1134e4b82b54164c4b,L,Thu,H12,M0,0
5a0e3e1134e4b82b54164c4c,L,Thu,H12,M30,0
5a0e3e1134e4b82b54164c4d,H,Thu,H13,M0,0
5a0e3e1134e4b82b54164c4e,H,Thu,H13,M30,0
5a0e3e1134e4b82b54164c4f,M,Thu,H14,M0,0
5a0e3e1134e4b82b54164c50,L,Thu,H14,M30,0
5a0e3e1134e4b82b54164c51,H,Thu,H15,M0,0
5a0e3e1134e4b82b54164c52,M,Thu,H15,M30,0
5a0e3e1134e4b82b54164c53,M,Thu,H16,M0,0
5a0e3e1134e4b82b54164c54,L,Thu,H16,M30,0
5a0e3e1134e4b82b54164c55,M,Thu,H17,M0,0
5a0e3e1134e4b82b54164c56,H,Thu,H17,M30,0
5a0e3e1134e4b82b54164c57,L,Thu,H18,M0,0
5a0e3e1134e4b82b54164c58,L,Thu,H18,M30,0
5a0e3e1134e4b82b54164c59,L,Thu,H19,M0,0
5a0e3e1134e4b82b54164c5a,L,Thu,H19,M30,0
5a0e3e1134e4b82b54164c5b,M,Thu,H20,M0,0
5a0e3e1134e4b82b54164c5c,M,Thu,H20,M30,0
5a0e3e1134e4b82b54164c5d,M,Thu,H21,M0,0
5a0e3e1134e4b82b54164c5e,M,Thu,H21,M30,0
5a0e3e1134e4b82b54164c5f,H,Thu,H22,M0,0
5a0e3e1134e4b82b54164c60,L,Thu,H22,M30,0
5a0e3e1134e4b82b54164c61,H,Thu,H23,M0,0
5a0e3e1134e4b82b54164c62,M,Thu,H23,M30,0
5a0e3e1134e4b82b54164c63,L,Fri,H0,M0,0
5a0e3e1134e4b82b54164c64,M,Fri,H0,M30,0
5a0e3e1134e4b82b54164c65,H,Fri,H1,M0,0
5a0e3e1134e4b82b54164c66,L,Fri,H1,M30,0
5a0e3e1134e4b82b54164c67,L,Fri,H2,M0,0
5a0e3e1134e4b82b54164c68,L,Fri,H2,M30,0
5a0e3e1134e4b82b54164c69,L,Fri,H3,M0,0
5a0e3e1134e4b82b54164c6a,M,Fri,H3,M30,0
5a0e3e1134e4b82b54164c6b,H,Fri,H4,M0,0
5a0e3e1134e4b82b54164c6c,M,Fri,H4,M30,0
5a0e3e1134e4b82b54164c6d,L,Fri,H5,M0,0
5a0e3e1134e4b82b54164c6e,M,Fri,H5,M30,0
5a0e3e1134e4b82b54164c6f,L,Fri,H6,M0,0
5a0e3e1134e4b82b54164c70,L,Fri,H6,M30,0
5a0e3e1134e4b82b54164c71,M,Fri,H7,M0,0
5a0e3e1134e4b82b54164c72,L,Fri,H7,M30,0
5a0e3e1134e4b82b54164c73,M,Fri,H8,M0,0
5a0e3e1134e4b82b54164c74,M,Fri,H8,M30,0
5a0e3e1134e4b82b54164c75,L,Fri,H9,M0,0
5a0e3e1134e4b82b54164c76,L,Fri,H9,M30,0
5a0e3e1134e4b82b54164c77,L,Fri,H10,M0,0
5a0e3e1134e4b82b54164c78,H,Fri,H10,M30,0
5a0e3e1134e4b82b54164c79,M,Fri,H11,M0,0
5a0e3e1134e4b82b54164c7a,H,Fri,H11,M30,0
5a0e3e1134e4b82b54164c7b,M,Fri,H12,M0,0
5a0e3e1134e4b82b54164c7c,M,Fri,H12,M30,0
5a0e3e1134e4b82b54164c7d,M,Fri,H13,M0,0
5a0e3e1134e4b82b54164c7e,H,Fri,H13,M30,0
5a0e3e1134e4b82b54164c7f,M,Fri,H14,M0,0
5a0e3e1134e4b82b54164c80,L,Fri,H14,M30,0
5a0e3e1134e4b82b54164c81,M,Fri,H15,M0,0
5a0e3e1134e4b82b54164c82,M,Fri,H15,M30,0
5a0e3e1134e4b82b54164c83,M,Fri,H16,M0,0
5a0e3e1134e4b82b54164c84,H,Fri,H16,M30,0
5a0e3e1134e4b82b54164c85,M,Fri,H17,M0,0
5a0e3e1134e4b82b54164c86,L,Fri,H17,M30,0
5a0e3e1134e4b82b54164c87,L,Fri,H18,M0,0
5a0e3e1134e4b82b54164c88,M,Fri,H18,M30,0
5a0e3e1134e4b82b54164c89,H,Fri,H19,M0,0
5a0e3e1134e4b82b54164c8a,M,Fri,H19,M30,0
5a0e3e1134e4b82b54164c8b,L,Fri,H20,M0,0
5a0e3e1134e4b82b54164c8c,M,Fri,H20,M30,0
5a0e3e1134e4b82b54164c8d,M,Fri,H21,M0,0
5a0e3e1134e4b82b54164c8e,H,Fri,H21,M30,0
5a0e3e1134e4b82b54164c8f,L,Fri,H22,M0,0
5a0e3e1134e4b82b54164c90,H,Fri,H22,M30,0
5a0e3e1134e4b82b54164c91,M,Fri,H23,M0,0
5a0e3e1134e4b82b54164c92,H,Fri,H23,M30,0
5a0e3e1134e4b82b54164c93,M,Sat,H0,M0,0
5a0e3e1134e4b82b54164c94,M,Sat,H0,M30,0
5a0e3e1134e4b82b54164c95,L,Sat,H1,M0,0
5a0e3e1134e4b82b54164c96,H,Sat,H1,M30,0
5a0e3e1134e4b82b54164c97,H,Sat,H2,M0,0
5a0e3e1134e4b82b54164c98,H,Sat,H2,M30,0
5a0e3e1134e4b82b54164c99,M,Sat,H3,M0,0
5a0e3e1134e4b82b54164c9a,M,Sat,H3,M30,0
5a0e3e1134e4b82b54164c9b,M,Sat,H4,M0,0
5a0e3e1134e4b82b54164c9c,H,Sat,H4,M30,0
5a0e3e1134e4b82b54164c9d,M,Sat,H5,M0,0
5a0e3e1134e4b82b54164c9e,H,Sat,H5,M30,0
5a0e3e1134e4b82b54164c9f,L,Sat,H6,M0,0
5a0e3e1134e4b82b54164ca0,L,Sat,H6,M30,0
5a0e3e1134e4b82b54164ca1,H,Sat,H7,M0,0
5a0e3e1134e4b82b54164ca2,M,Sat,H7,M30,0
5a0e3e1134e4b82b54164ca3,H,Sat,H8,M0,0
5a0e3e1134e4b82b54164ca4,M,Sat,H8,M30,0
5a0e3e1134e4b82b54164ca5,M,Sat,H9,M0,0
5a0e3e1134e4b82b54164ca6,L,Sat,H9,M30,0
5a0e3e1134e4b82b54164ca7,M,Sat,H10,M0,0
5a0e3e1134e4b82b54164ca8,L,Sat,H10,M30,0
5a0e3e1134e4b82b54164ca9,L,Sat,H11,M0,0
5a0e3e1134e4b82b54164caa,M,Sat,H11,M30,0
5a0e3e1134e4b82b54164cab,M,Sat,H12,M0,0
5a0e3e1134e4b82b54164cac,L,Sat,H12,M30,0
5a0e3e1134e4b82b54164cad,M,Sat,H13,M0,0
5a0e3e1134e4b82b54164cae,L,Sat,H13,M30,0
5a0e3e1134e4b82b54164caf,H,Sat,H14,M0,0
5a0e3e1134e4b82b54164cb0,L,Sat,H14,M30,0
5a0e3e1134e4b82b54164cb1,L,Sat,H15,M0,0
5a0e3e1134e4b82b54164cb2,L,Sat,H15,M30,0
5a0e3e1134e4b82b54164cb3,M,Sat,H16,M0,0
5a0e3e1134e4b82b54164cb4,L,Sat,H16,M30,0
5a0e3e1134e4b82b54164cb5,H,Sat,H17,M0,0
5a0e3e1134e4b82b54164cb6,H,Sat,H17,M30,0
5a0e3e1134e4b82b54164cb7,M,Sat,H18,M0,0
5a0e3e1134e4b82b54164cb8,M,Sat,H18,M30,0
5a0e3e1134e4b82b54164cb9,L,Sat,H19,M0,0
5a0e3e1134e4b82b54164cba,H,Sat,H19,M30,0
5a0e3e1134e4b82b54164cbb,H,Sat,H20,M0,0
5a0e3e1134e4b82b54164cbc,M,Sat,H20,M30,0
5a0e3e1134e4b82b54164cbd,M,Sat,H21,M0,0
5a0e3e1134e4b82b54164cbe,M,Sat,H21,M30,0
5a0e3e1134e4b82b54164cbf,L,Sat,H22,M0,0
5a0e3e1134e4b82b54164cc0,H,Sat,H22,M30,0
5a0e3e1134e4b82b54164cc1,H,Sat,H23,M0,0
5a0e3e1134e4b82b54164cc2,M,Sat,H23,M30,0
